排名,专业,专业代码,所属专业类,所属学科门类,专业榜总分,机会规模指数,直接对口指数,独占指数得分,专业相关招录人数,直接对口招录人数,专业独占指数,全部可报招录人数_含不限,折算独占招录人数,专业类共享招录人数,学科门类共享招录人数,专业不限招录人数
382,新能源科学与工程,080503T,能源动力类,工学,53.9213,68.9511,40.5244,48.6293,1994,4,0.00392439,7353.0,28.856047,1564,35,5359
383,麻醉学,100202TK,临床医学类,医学,53.7276,49.702,45.1132,72.2288,1147,6,0.00692094,6506.0,45.027615,842,16,5359
384,智慧农业,090112T,植物生产类,农学,53.6651,44.9344,64.6007,52.3242,963,20,0.00421596,6322.0,26.65332,689,18,5359
385,俄语,050202,外国语言文学类,文学,53.3969,21.4541,84.0286,61.621,291,63,0.0054458,5650.0,30.76876,74,22,5359
386,船舶与海洋工程,081901,海洋工程类,工学,53.3552,30.1549,81.2872,51.3707,483,53,0.00415158,5842.0,24.253511,29,35,5359
387,高分子材料与工程,080407,材料类,工学,53.2628,59.6544,57.8665,36.5912,1542,13,0.0033375,6901.0,23.032095,1128,35,5359
388,应用气象学,070602,大气科学类,理学,53.2598,27.9499,72.1692,67.2825,459,29,0.0058819,5818.0,34.220904,185,39,5359
389,眼视光医学,100204TK,临床医学类,医学,53.2449,49.8808,42.8486,73.1824,1148,5,0.00707355,6507.0,46.027615,841,16,5359
390,资源化学,070307T,化学类,理学,53.233,55.1251,40.5244,67.9976,1387,4,0.00598639,6746.0,40.384172,1064,39,5359
391,油气储运工程,081504,矿业类,工学,53.0096,51.3111,62.9321,41.8355,1244,18,0.00363083,6603.0,23.974375,813,35,5359
392,生物科学,071001,生物科学类,理学,53.0066,38.975,81.7044,35.2801,897,54,0.00321041,6256.0,20.084306,193,39,5359
393,工业工程,120701,工业工程类,管理学,52.8516,63.0513,47.6162,43.8617,1738,7,0.00377761,7097.0,26.809688,1132,34,5359
394,智慧能源工程,080608TK,电气类,工学,52.8099,69.8451,37.0083,47.6758,2004,3,0.00385819,7363.0,28.40789,1605,35,5359
395,医学影像技术,101003,医学技术类,医学,52.7354,44.3385,61.8594,53.3969,945,17,0.00431837,6304.0,27.223028,830,16,5359
396,能源与环境系统工程,080502T,能源动力类,工学,52.5,68.7723,37.0083,48.1526,1992,3,0.00389556,7351.0,28.636267,1564,35,5359
397,土地科学与技术,090205T,自然保护与环境生态类,农学,52.3331,51.8474,51.7878,53.8737,1267,9,0.00443901,6626.0,29.412866,994,18,5359
398,体能训练,040208T,体育学类,教育学,52.205,23.6591,85.3397,51.4899,346,70,0.00415751,5705.0,23.718578,239,16,5359
399,体育教育,040201,体育学类,教育学,52.1722,23.1824,84.6841,53.0393,340,65,0.00429956,5699.0,24.503214,239,16,5359
400,稀土材料科学与工程,080423T,材料类,工学,52.1424,59.4756,54.5292,37.0679,1540,11,0.0033627,6899.0,23.199238,1128,35,5359
401,中兽医学,090405T,动物医学类,农学,52.1275,35.1609,69.8451,54.4696,670,27,0.00446229,6029.0,26.903171,313,18,5359
402,无人驾驶航空器系统工程,082009T,航空航天类,工学,52.1067,32.8963,79.4398,44.5769,545,48,0.00380948,5904.0,22.491145,100,35,5359
403,教育技术学,040104,教育学类,教育学,52.0173,48.2122,60.7867,45.8284,1022,16,0.00381421,6381.0,24.338504,846,16,5359
404,抢险救援指挥与技术,083106TK,公安技术类,工学,51.9875,54.112,47.6162,54.708,1355,7,0.00447844,6714.0,30.068257,401,35,5359
405,导航工程,081203T,测绘类,工学,51.6478,64.4815,32.8367,57.4493,1779,2,0.00500853,7138.0,35.750881,1343,35,5359
406,智慧水利,081106T,水利类,工学,51.4511,53.9928,45.1132,56.2574,1351,6,0.00482782,6710.0,32.394653,936,35,5359
407,供应链管理,120604T,物流管理与工程类,管理学,51.4392,53.0393,47.6162,54.2312,1301,7,0.0044497,6660.0,29.634977,977,33,5359
408,园林,090502,林学类,农学,51.2992,38.1406,61.8594,57.5685,880,17,0.00501213,6239.0,31.270683,579,18,5359
409,水生动物医学,090604TK,水产类,农学,51.1502,31.2277,82.9559,38.4982,500,58,0.00340172,5859.0,19.930703,215,18,5359
410,食品营养与检验教育,082707T,食品科学与工程类,工学,51.0369,53.3969,40.5244,61.9785,1311,4,0.00547588,6670.0,36.524087,744,35,5359
411,农药化肥,090114T,植物生产类,农学,50.9714,44.0405,59.118,50.6555,935,14,0.0040734,6294.0,25.637952,689,18,5359
412,服装设计与工程,081602,纺织类,工学,50.9416,34.0882,70.9178,49.9404,616,28,0.00400886,5975.0,23.952931,143,35,5359
413,生物制药,083002T,生物工程类,工学,50.8403,48.8677,49.8212,55.4231,1039,8,0.00461219,6398.0,29.508777,304,35,5359
414,湿地保护与恢复,090206T,自然保护与环境生态类,农学,50.7003,51.4899,47.6162,53.7545,1245,7,0.00438791,6604.0,28.977749,993,18,5359
415,生物技术,071002,生物科学类,理学,50.584,34.9225,81.2872,32.6579,638,53,0.00295397,5997.0,17.714978,195,39,5359
416,卫生监督,100404TK,公共卫生与预防医学类,医学,50.3069,25.149,87.0679,39.0942,422,83,0.00343598,5781.0,19.863422,261,16,5359
417,实验动物学,090404T,动物医学类,农学,50.1758,35.2801,63.7068,55.0656,671,19,0.00450301,6030.0,27.153171,319,18,5359
418,农林智能装备工程,080220T,机械类,工学,50.1103,75.0894,12.5745,62.6937,2916,0,0.00553291,8275.0,45.78484,2519,35,5359
419,生物医学科学,100103T,基础医学类,医学,50.0774,45.1132,54.5292,51.7878,967,11,0.00417221,6326.0,26.39343,824,16,5359
420,药物分析,100705T,药学类,医学,50.0745,34.8033,67.2825,50.4172,633,23,0.00405839,5992.0,24.317895,508,16,5359
421,复合材料与工程,080408,材料类,工学,50.0656,59.2968,49.8212,35.6377,1537,8,0.00324332,6896.0,22.365904,1128,35,5359
422,材料物理,080402,材料类,工学,50.0358,59.2968,49.8212,35.5185,1537,8,0.00321915,6896.0,22.199238,1128,35,5359
423,国家公园建设与管理,090207TK,自然保护与环境生态类,农学,49.6931,51.3111,45.1132,53.5161,1244,6,0.0043444,6603.0,28.686082,993,18,5359
424,设施农业科学与工程,090106,植物生产类,农学,49.6096,43.8617,56.1979,49.5828,933,12,0.00394698,6292.0,24.834416,689,18,5359
425,药物制剂,100702,药学类,医学,49.556,41.8951,57.8665,50.1788,917,13,0.00401929,6276.0,25.225043,509,16,5359
426,应用生物科学,090109T,植物生产类,农学,49.4815,44.0405,59.118,44.6961,935,14,0.00381163,6294.0,23.990391,689,18,5359
427,救助与打捞工程,081807T,交通运输类,工学,49.4607,60.4291,37.0083,49.3445,1571,3,0.00394178,6930.0,27.316525,1091,35,5359
428,涂料工程,081307T,化工与制药类,工学,49.4189,57.5685,32.8367,59.5948,1529,2,0.00522747,6888.0,36.006798,1129,35,5359
429,能源互联网工程,080607T,电气类,工学,49.3057,69.7259,28.0691,46.3647,2002,1,0.00381698,7361.0,28.096779,1605,35,5359
430,储能科学与工程,080504T,能源动力类,工学,48.9929,68.534,28.0691,47.0203,1991,1,0.00384206,7350.0,28.239124,1564,35,5359
431,可持续能源,080507TK,能源动力类,工学,48.9929,68.534,28.0691,47.0203,1991,1,0.00384206,7350.0,28.239124,1564,35,5359
432,能源服务工程,080505T,能源动力类,工学,48.9184,68.534,28.0691,46.7223,1991,1,0.00382806,7350.0,28.136267,1564,35,5359
433,药物化学,100706T,药学类,医学,48.8439,35.0417,64.6007,48.8677,639,20,0.00392897,5998.0,23.565972,510,16,5359
434,朝鲜语,050209,外国语言文学类,文学,48.6889,19.0107,75.3278,58.8796,266,36,0.00515657,5625.0,29.005716,76,22,5359
435,农业智能装备工程,082307T,农业工程类,工学,48.674,56.6746,37.0083,52.205,1500,3,0.00419559,6859.0,28.777525,1060,35,5359
436,生物农药科学与工程,090115T,植物生产类,农学,48.4506,43.7426,53.2777,49.2253,931,10,0.00393627,6290.0,24.759128,689,18,5359
437,功能材料,080412T,材料类,工学,48.2151,58.9392,45.1132,35.3993,1535,6,0.00321636,6894.0,22.173605,1128,35,5359
438,人文教育,040103,教育学类,教育学,48.1794,48.2122,49.8212,45.8284,1022,8,0.00381421,6381.0,24.338504,852,16,5359
439,中西医临床医学,100601K,中西医结合类,医学,48.1615,21.8713,87.0679,35.7569,301,83,0.00325426,5660.0,18.419101,147,16,5359
440,光电信息材料与器件,080418T,材料类,工学,48.1257,58.9392,45.1132,35.0417,1535,6,0.00316947,6894.0,21.850349,1128,35,5359
441,缅甸语,050216,外国语言文学类,文学,48.0602,20.441,74.7914,54.8272,280,35,0.00449306,5639.0,25.336379,76,22,5359
442,标准化工程,120702T,工业工程类,管理学,47.6967,55.8999,42.8486,41.3588,1449,5,0.00360511,6808.0,24.543608,1132,34,5359
443,女性学,030304T,社会学类,法学,47.6877,65.4946,12.5745,68.3552,1815,0,0.00599749,7174.0,43.025964,1404,30,5359
444,家政学,030305T,社会学类,法学,47.6877,65.4946,12.5745,68.3552,1815,0,0.00599749,7174.0,43.025964,1404,30,5359
445,咖啡科学与工程,082713T,食品科学与工程类,工学,47.6758,52.503,32.8367,60.7271,1300,2,0.00538792,6659.0,35.878177,744,35,5359
446,白酒酿造工程,082712T,食品科学与工程类,工学,47.6758,52.503,32.8367,60.7271,1300,2,0.00538792,6659.0,35.878177,744,35,5359
447,食用菌科学与工程,082711T,食品科学与工程类,工学,47.6758,52.503,32.8367,60.7271,1300,2,0.00538792,6659.0,35.878177,744,35,5359
448,生物医学,100102TK,基础医学类,医学,47.6579,45.1132,47.6162,51.7878,967,7,0.00417221,6326.0,26.39343,824,16,5359
449,法医学,100901K,法医学类,医学,47.5715,26.6985,79.4398,36.3528,443,48,0.00332277,5802.0,19.278734,158,16,5359
450,纺织工程,081601,纺织类,工学,47.0799,33.7902,69.8451,36.472,566,27,0.00332628,5925.0,19.70818,143,35,5359
451,食品药品环境犯罪侦查技术,083112TK,公安技术类,工学,46.6478,37.7831,67.2825,31.9428,871,23,0.00282964,6230.0,17.628669,428,35,5359
452,科学教育,040102,教育学类,教育学,46.5316,48.2122,45.1132,45.8284,1022,6,0.00381421,6381.0,24.338504,850,16,5359
453,服装设计与工艺教育,081604T,纺织类,工学,46.5077,33.969,64.6007,41.2396,608,20,0.00356733,5967.0,21.286264,143,35,5359
454,服装与服饰设计,130505,设计学类,艺术学,46.463,24.7914,74.7914,41.4779,382,35,0.00361281,5741.0,20.74112,189,16,5359
455,无机非金属材料工程,080406,材料类,工学,46.4183,58.7604,40.5244,34.9225,1533,4,0.00314847,6892.0,21.699238,1128,35,5359
456,烹饪与营养教育,082708T,食品科学与工程类,工学,46.3856,53.0393,28.0691,61.3826,1301,1,0.00540588,6660.0,36.003177,744,35,5359
457,小学教育,040107,教育学类,教育学,46.3796,47.199,45.1132,46.8415,1015,6,0.00384118,6374.0,24.483689,843,16,5359
458,地下水科学与工程,081404T,地质类,工学,46.3766,46.0072,53.2777,37.3063,988,10,0.00338321,6347.0,21.473225,558,35,5359
459,环境设计,130503,设计学类,艺术学,46.2158,18.534,76.6389,47.9142,260,39,0.00388301,5619.0,21.81863,189,16,5359
460,气象技术与工程,070603T,大气科学类,理学,46.1263,27.9499,51.7878,67.2825,459,9,0.0058819,5818.0,34.220904,185,39,5359
461,宗教学,010103K,哲学类,哲学,46.1174,46.3647,42.8486,50.298,993,5,0.00405825,6352.0,25.778009,822,17,5359
462,逻辑学,010102,哲学类,哲学,46.1084,46.1859,45.1132,47.3778,991,6,0.0038549,6350.0,24.47863,823,17,5359
463,地质学,070901,地质学类,理学,45.9952,37.3063,65.7926,32.1812,810,21,0.00288277,6169.0,17.783815,220,39,5359
464,临床药学,100703TK,药学类,医学,45.8105,34.4458,60.7867,43.0274,625,16,0.00373981,5984.0,22.379006,510,16,5359
465,生物育种科学,090116TK,植物生产类,农学,45.7956,44.6961,45.1132,48.5101,949,6,0.00391555,6308.0,24.69928,689,18,5359
466,农业建筑环境与能源工程,082304,农业工程类,工学,45.5334,56.4958,28.0691,52.4434,1499,1,0.0042226,6858.0,28.95856,1060,35,5359
467,旅游管理与服务教育,120904T,旅游管理类,管理学,45.5215,35.7569,62.9321,36.77,707,18,0.00334469,6066.0,20.28889,351,33,5359
468,医学实验技术,101002,医学技术类,医学,45.4559,40.5244,54.5292,40.6436,907,11,0.00350198,6266.0,21.943382,825,16,5359
469,运动康复,040206T,体育学类,教育学,45.441,22.8248,77.354,36.9487,319,41,0.00334927,5678.0,19.017156,239,16,5359
470,农业电气化,082303,农业工程类,工学,45.3665,56.3766,28.0691,51.9666,1498,1,0.00418675,6857.0,28.70856,1060,35,5359
471,新能源材料与器件,080414T,材料类,工学,45.0506,58.6412,37.0083,34.565,1532,3,0.00313019,6891.0,21.570129,1128,35,5359
472,法语,050204,外国语言文学类,文学,44.7467,19.1895,75.8641,42.0739,267,37,0.00365898,5626.0,20.585426,76,22,5359
473,消防政治工作,030622TK,公安学类,法学,44.702,64.0644,12.5745,58.7008,1770,0,0.00512811,7129.0,36.558262,1445,30,5359
474,铁路警务,030623TK,公安学类,法学,44.702,64.0644,12.5745,58.7008,1770,0,0.00512811,7129.0,36.558262,1445,30,5359
475,海警执法,030617TK,公安学类,法学,44.5858,63.8856,12.5745,58.5221,1768,0,0.00511832,7127.0,36.478262,1443,30,5359
476,旅游地学与规划工程,081405T,地质类,工学,44.5828,45.888,49.8212,35.1609,984,8,0.00317762,6343.0,20.155643,557,35,5359
477,边防指挥,030607TK,公安学类,法学,44.5084,63.7664,12.5745,58.4029,1766,0,0.00510853,7125.0,36.398262,1441,30,5359
478,药事管理,100704T,药学类,医学,44.4309,34.565,56.1979,43.7426,626,12,0.00377167,5985.0,22.57345,511,16,5359
479,时空信息工程,081206TK,测绘类,工学,44.4189,64.3623,12.5745,57.0918,1777,0,0.00497101,7136.0,35.473103,1343,35,5359
480,人工智能教育,040117TK,教育学类,教育学,44.2521,48.7485,37.0083,47.199,1023,3,0.00384496,6382.0,24.538504,852,16,5359
481,西班牙语,050205,外国语言文学类,文学,44.0971,18.7723,74.3147,42.3123,264,34,0.00369122,5623.0,20.755716,76,22,5359
482,生物育种技术,090117TK,植物生产类,农学,43.975,44.4577,40.5244,48.0334,947,4,0.00388492,6306.0,24.4983,689,18,5359
483,地球系统科学,070604T,大气科学类,理学,43.7902,27.9499,45.1132,67.2825,459,6,0.0058819,5818.0,34.220904,185,39,5359
484,播音与主持艺术,130309,戏剧与影视学类,艺术学,43.6621,5.8403,80.8701,52.0858,205,52,0.00419537,5564.0,23.343064,103,16,5359
485,智慧林业,090505T,林学类,农学,43.6055,38.0215,40.5244,56.8534,877,4,0.0049226,6236.0,30.69735,579,18,5359
486,石油工程,081502,矿业类,工学,43.5518,50.7747,40.5244,36.2336,1230,4,0.00331832,6589.0,21.864418,813,35,5359
487,海洋油气工程,081506T,矿业类,工学,43.4445,50.6555,40.5244,35.9952,1229,4,0.00329627,6588.0,21.715827,812,35,5359
488,光源与照明,080603T,电气类,工学,43.4207,69.4279,12.5745,44.994,2001,0,0.00381206,7360.0,28.056779,1605,35,5359
489,大功率半导体科学与工程,080610TK,电气类,工学,43.4207,69.4279,12.5745,44.994,2001,0,0.00381206,7360.0,28.056779,1605,35,5359
490,电动载运工程,080609T,电气类,工学,43.4207,69.4279,12.5745,44.994,2001,0,0.00381206,7360.0,28.056779,1605,35,5359
491,电缆工程,080606T,电气类,工学,43.4207,69.4279,12.5745,44.994,2001,0,0.00381206,7360.0,28.056779,1605,35,5359
492,氢能科学与工程,080506TK,能源动力类,工学,43.3403,68.2956,12.5745,46.4839,1990,0,0.00382314,7349.0,28.096267,1564,35,5359
493,康复治疗学,101005,医学技术类,医学,43.1436,40.6436,47.6162,40.882,908,7,0.00352496,6267.0,22.090922,830,16,5359
494,食品卫生与营养学,100402,公共卫生与预防医学类,医学,43.1108,24.4338,73.5399,30.3933,375,32,0.00260394,5734.0,14.930965,261,16,5359
495,广播电视编导,130305,戏剧与影视学类,艺术学,42.6996,5.9595,85.8164,41.1204,215,73,0.00356451,5574.0,19.868605,103,16,5359
496,碳储科学与工程,081508TK,矿业类,工学,42.3391,50.8939,37.0083,36.1144,1231,3,0.00331711,6590.0,21.859771,815,35,5359
497,经济林,090504T,林学类,农学,42.2378,37.9023,37.0083,56.4958,875,3,0.004852,6234.0,30.24735,579,18,5359
498,化妆品科学与技术,100708T,药学类,医学,42.2169,34.6841,49.8212,43.6234,627,8,0.00376829,5986.0,22.55697,507,16,5359
499,智能分子工程,081309T,化工与制药类,工学,42.0471,57.0918,12.5745,59.2372,1527,0,0.0052072,6886.0,35.856798,1129,35,5359
500,复合材料成型工程,080416T,材料类,工学,41.8087,58.2837,28.0691,34.6841,1530,1,0.00314177,6889.0,21.643682,1128,35,5359
501,老挝语,050215,外国语言文学类,文学,41.8057,20.143,66.6269,41.7163,273,22,0.00362862,5632.0,20.436379,76,22,5359
502,焊接技术与工程,080411T,材料类,工学,41.7491,58.2837,28.0691,34.4458,1530,1,0.00312242,6889.0,21.510349,1128,35,5359
503,智能材料与结构,080417T,材料类,工学,41.6746,58.2837,28.0691,34.1478,1530,1,0.00309919,6889.0,21.350349,1128,35,5359
504,生物材料,080419T,材料类,工学,41.6746,58.2837,28.0691,34.1478,1530,1,0.00309919,6889.0,21.350349,1128,35,5359
505,材料设计科学与工程,080415T,材料类,工学,41.6299,58.2837,28.0691,33.969,1530,1,0.00309676,6889.0,21.333605,1128,35,5359
506,农艺教育,090110T,植物生产类,农学,41.6061,43.3254,37.0083,45.292,923,3,0.00381404,6282.0,23.959779,688,18,5359
507,卫生教育,040111T,教育学类,教育学,41.6001,47.5566,32.8367,44.3385,1021,2,0.00380175,6380.0,24.255171,851,16,5359
508,运动人体科学,040205,体育学类,教育学,41.171,22.0501,69.1895,32.5387,304,26,0.00293573,5663.0,16.625017,239,16,5359
509,智能无人系统技术,082108T,兵器类,工学,41.0548,27.1752,70.9178,21.4541,446,28,0.00198583,5805.0,11.527724,18,35,5359
510,生物信息学,071003,生物科学类,理学,40.7002,30.2741,59.8927,30.5125,484,15,0.002618,5843.0,15.296981,195,39,5359
511,防灾减灾科学与工程,070803T,地球物理学类,理学,40.6198,24.0763,70.9178,24.6722,361,28,0.00215759,5720.0,12.341429,98,39,5359
512,轨道交通电气与控制,081809T,交通运输类,工学,40.584,60.2503,12.5745,48.3313,1569,0,0.00391084,6928.0,27.094303,1091,35,5359
513,邮轮工程与管理,081810T,交通运输类,工学,40.584,60.2503,12.5745,48.3313,1569,0,0.00391084,6928.0,27.094303,1091,35,5359
514,武术与民族传统体育,040204K,体育学类,教育学,40.3725,21.8713,67.2825,32.3004,301,23,0.00289017,5660.0,16.358351,239,16,5359
515,影视摄影与制作,130311T,戏剧与影视学类,艺术学,40.292,5.7211,82.9559,35.876,199,58,0.00326645,5558.0,18.154906,103,16,5359
516,越南语,050223,外国语言文学类,文学,40.1639,19.6067,69.1895,32.4195,270,26,0.00291995,5629.0,16.436379,76,22,5359
517,新媒体艺术,130511T,设计学类,艺术学,40.1192,17.7592,70.9178,32.7771,250,28,0.00298201,5609.0,16.726107,190,16,5359
518,阿拉伯语,050206,外国语言文学类,文学,40.0119,18.3552,69.8451,32.8963,257,27,0.00300963,5616.0,16.902093,76,22,5359
519,集成电路科学与工程,083204TK,交叉工程类,工学,39.9941,28.8439,68.534,17.8784,469,25,0.00161761,5828.0,9.427434,37,35,5359
520,合成生物学,083003T,生物工程类,工学,39.9791,36.9487,37.0083,48.9869,771,3,0.00393263,6130.0,24.107005,304,35,5359
521,资源环境大数据工程,081407T,地质类,工学,39.9136,45.6496,37.0083,34.8033,981,3,0.00314246,6340.0,19.923225,558,35,5359
522,园艺教育,090111T,植物生产类,农学,39.7765,43.1466,32.8367,44.1001,921,2,0.00378416,6280.0,23.764541,687,18,5359
523,生物医学工程,082601,生物医学工程类,工学,39.6305,30.0358,65.7926,18.3552,478,21,0.00163968,5837.0,9.570788,62,35,5359
524,菌物科学与工程,090113T,植物生产类,农学,39.5501,43.3254,32.8367,42.9082,923,2,0.00373833,6282.0,23.484194,689,18,5359
525,泰语,050220,外国语言文学类,文学,39.3206,20.0238,65.7926,33.1347,272,21,0.00307874,5631.0,17.336379,76,22,5359
526,核物理,070203,物理学类,理学,39.121,38.8558,42.8486,34.3266,893,5,0.00310007,6252.0,19.381636,660,39,5359
527,社会体育指导与管理,040203,体育学类,教育学,38.975,21.6925,64.6007,30.7509,299,20,0.00263144,5658.0,14.888708,239,16,5359
528,智能飞行器技术,082010T,航空航天类,工学,38.9631,31.7044,60.7867,20.0238,513,16,0.00177574,5872.0,10.427166,100,35,5359
529,医疗器械与装备工程,101015TK,医学技术类,医学,38.8349,40.3456,37.0083,38.975,904,3,0.00342772,6263.0,21.467826,830,16,5359
530,眼视光学,101004,医学技术类,医学,38.7455,40.3456,37.0083,38.6174,904,3,0.00340717,6263.0,21.339108,830,16,5359
531,轻化工程,081701,轻工类,工学,38.6532,32.5387,59.118,19.7855,530,14,0.00174142,5889.0,10.255245,121,35,5359
532,视觉传达设计,130502,设计学类,艺术学,38.6174,17.2825,67.938,31.7044,246,24,0.00279692,5605.0,15.676724,190,16,5359
533,日语,050207,外国语言文学类,文学,38.3909,18.0572,67.938,29.559,252,24,0.00253409,5611.0,14.21876,74,22,5359
534,傣医学,100508TK,中医学类,医学,38.2032,41.8951,32.8367,39.8093,917,2,0.00349804,6276.0,21.953706,822,16,5359
535,生物质科学与工程,090204T,自然保护与环境生态类,农学,37.9708,51.0727,12.5745,52.5626,1239,0,0.00423115,6598.0,27.91715,994,18,5359
536,茶学,090107T,植物生产类,农学,37.8337,42.9082,28.0691,43.385,919,1,0.0037565,6278.0,23.583291,686,18,5359
537,运动能力开发,040213T,体育学类,教育学,37.8188,21.5733,61.8594,30.1549,295,17,0.00258667,5654.0,14.625017,239,16,5359
538,酒店管理,120902,旅游管理类,管理学,37.7831,35.7569,40.5244,37.1871,707,4,0.00337413,6066.0,20.467461,348,33,5359
539,中药学,100801,中药学类,医学,37.7235,24.553,59.118,28.8439,376,14,0.00244333,5735.0,14.012505,187,16,5359
540,数字媒体艺术,130508,设计学类,艺术学,37.5924,17.0441,65.7926,30.9893,243,21,0.00265464,5602.0,14.871297,190,16,5359
541,辐射防护与核安全,082202,核工程类,工学,37.5238,29.9166,57.8665,21.2157,477,13,0.00194778,5836.0,11.367219,69,35,5359
542,弹药工程与爆炸技术,082104,兵器类,工学,37.3361,25.9833,62.9321,19.6663,433,18,0.00173463,5792.0,10.046955,18,35,5359
543,健康与医疗保障,101016TK,医学技术类,医学,37.2736,40.1669,32.8367,38.8558,903,2,0.0034231,6262.0,21.435445,830,16,5359
544,中医康复学,100510TK,中医学类,医学,37.1066,42.7294,28.0691,40.7628,918,1,0.00352404,6277.0,22.120372,824,16,5359
545,经济动物学,090304T,动物生产类,农学,37.059,33.5518,47.6162,27.8903,557,7,0.00229837,5916.0,13.597175,322,18,5359
546,海洋渔业科学与技术,090602,水产类,农学,36.8564,27.5328,51.7878,30.8701,451,9,0.00264399,5810.0,15.361583,215,18,5359
547,饲料工程,090306T,动物生产类,农学,36.761,33.5518,47.6162,26.6985,557,7,0.00225818,5916.0,13.359397,322,18,5359
548,森林工程,082401,林业工程类,工学,36.612,36.8296,42.8486,27.5328,751,5,0.00228367,6110.0,13.953199,349,35,5359
549,蒙古语,050218,外国语言文学类,文学,36.6061,17.5209,63.7068,29.2014,249,19,0.0024808,5608.0,13.91235,76,22,5359
550,中医养生学,100511TK,中医学类,医学,36.5346,41.8951,28.0691,39.8093,917,1,0.00349804,6276.0,21.953706,824,16,5359
551,中医骨伤科学,100513TK,中医学类,医学,36.5346,41.8951,28.0691,39.8093,917,1,0.00349804,6276.0,21.953706,824,16,5359
552,飞行器控制与信息工程,082008T,航空航天类,工学,36.4064,31.5852,53.2777,20.5006,507,10,0.00183712,5866.0,10.776546,100,35,5359
553,助产学,101102TK,护理学类,医学,36.3439,43.5042,12.5745,58.1645,925,0,0.00507848,6284.0,31.913164,829,16,5359
554,智能地球探测,081406T,地质类,工学,36.2425,45.4112,28.0691,33.0155,978,1,0.00307745,6337.0,19.501797,557,35,5359
555,化妆品技术与工程,081705T,轻工类,工学,35.8969,32.4195,54.5292,15.3754,527,11,0.00155221,5886.0,9.136328,121,35,5359
556,宝石及材料工艺学,080410T,材料类,工学,35.8164,57.5685,12.5745,33.5518,1529,0,0.00309384,6888.0,21.310349,1128,35,5359
557,材料智能技术,080420T,材料类,工学,35.8164,57.5685,12.5745,33.5518,1529,0,0.00309384,6888.0,21.310349,1128,35,5359
558,电子信息材料,080421T,材料类,工学,35.8164,57.5685,12.5745,33.5518,1529,0,0.00309384,6888.0,21.310349,1128,35,5359
559,粉体材料科学与工程,080409T,材料类,工学,35.8164,57.5685,12.5745,33.5518,1529,0,0.00309384,6888.0,21.310349,1128,35,5359
560,纳米材料与技术,080413T,材料类,工学,35.8164,57.5685,12.5745,33.5518,1529,0,0.00309384,6888.0,21.310349,1128,35,5359
561,软物质科学与工程,080422T,材料类,工学,35.8164,57.5685,12.5745,33.5518,1529,0,0.00309384,6888.0,21.310349,1128,35,5359
562,测控技术与仪器,080301,仪器类,工学,35.6615,40.9416,37.0083,25.3278,913,3,0.00219105,6272.0,13.742276,515,35,5359
563,精密仪器,080302T,仪器类,工学,35.6615,40.9416,37.0083,25.3278,913,3,0.00219105,6272.0,13.742276,515,35,5359
564,智能感知工程,080303T,仪器类,工学,35.587,40.9416,37.0083,25.0298,913,3,0.0021775,6272.0,13.657276,515,35,5359
565,老年医学与健康,101017TK,医学技术类,医学,35.5274,40.0477,28.0691,38.7366,902,1,0.00341604,6261.0,21.387826,830,16,5359
566,葡萄牙语,050232,外国语言文学类,文学,35.1579,17.1633,59.8927,29.3206,245,15,0.00249264,5604.0,13.96876,76,22,5359
567,劳动教育,040114TK,教育学类,教育学,35.1431,48.2122,12.5745,45.8284,1022,0,0.00381421,6381.0,24.338504,852,16,5359
568,婴幼儿发展与健康管理,040118T,教育学类,教育学,35.1431,48.2122,12.5745,45.8284,1022,0,0.00381421,6381.0,24.338504,852,16,5359
569,家庭教育,040115T,教育学类,教育学,35.1431,48.2122,12.5745,45.8284,1022,0,0.00381421,6381.0,24.338504,852,16,5359
570,融合教育,040113T,教育学类,教育学,35.1431,48.2122,12.5745,45.8284,1022,0,0.00381421,6381.0,24.338504,852,16,5359
571,认知科学与技术,040112T,教育学类,教育学,35.1431,48.2122,12.5745,45.8284,1022,0,0.00381421,6381.0,24.338504,852,16,5359
572,德语,050203,外国语言文学类,文学,34.8093,17.4017,61.8594,24.7914,247,17,0.00217067,5606.0,12.16876,76,22,5359
573,伦理学,010104T,哲学类,哲学,34.7199,46.1859,12.5745,47.3778,991,0,0.0038549,6350.0,24.47863,823,17,5359
574,地球物理学,070801,地球物理学类,理学,34.6335,23.3611,57.8665,20.143,342,13,0.00177841,5701.0,10.13874,98,39,5359
575,华文教育,040109T,教育学类,教育学,34.5083,47.5566,12.5745,44.3385,1021,0,0.00380175,6380.0,24.255171,851,16,5359
576,教育康复学,040110TK,教育学类,教育学,34.5083,47.5566,12.5745,44.3385,1021,0,0.00380175,6380.0,24.255171,851,16,5359
577,智慧城市与空间规划,083206T,交叉工程类,工学,34.407,27.4136,57.8665,12.7533,448,13,0.00145769,5807.0,8.464827,38,35,5359
578,地球信息科学与技术,070903T,地质学类,理学,34.3832,37.1871,32.8367,32.062,808,2,0.00283069,6167.0,17.456891,220,39,5359
579,艺术教育,040105,教育学类,教育学,34.3236,47.3182,12.5745,43.9809,1017,0,0.003778,6376.0,24.088504,847,16,5359
580,地球化学,070902,地质学类,理学,34.2759,37.0679,32.8367,31.8236,801,2,0.00281896,6160.0,17.364785,220,39,5359
